,text,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7,aspect8,aspect9
1020,máy 99 chắc ad nhầm hay máy đẹp siu ngon nạ,0,1,0,0,0,0,0,0,0
1021,mua đến 10 máy trầy_xước hình_thức khoảng 90 pin tốt áp_suất n_hình đẹp sony không_thể chê nói_chung ổn trong tầm giá,1,1,0,0,0,0,0,0,0
1022,sản_phẩm chất_lượng đóng_gói cẩn_thận chất_lượng loa nghe hay came chụp xoá phông tốt giá tiền o đc chọn cửa_hàng gần nhất tiện bảo_hành ạ,1,0,0,1,0,0,0,0,0
1023,giao hàng nhanh đóng_gói cẩn_thận hàng chính hãng yên_tâm,0,0,0,1,0,1,0,0,0
1024,nguyên seal kích_hoạt,0,0,0,0,0,1,0,0,0
1025,tai đặc hãng nay giao may khác vay lam an rõ_ràng,0,0,0,0,0,0,0,0,0
1026,máy ổn đẹp pin trâu loa âm_thanh tốt hay to dùng xem phim nghe nhạc phù_hợp cài sẵn chrome youtube chạy tốt,1,1,0,0,0,0,0,0,0
1027,giao hàng nhanh sử_dụng tốt cảm_ơn,0,0,0,1,0,0,0,0,0
1028,đẹp lắm luôn cảm_ơn chúc mua may bán đắt nhé eeeeeeeee,0,1,0,0,0,0,0,0,0
1029,máy bên ngoài ít chầy xước hỡ n_hình chỗ phím tăng giảm âm_lượng mới_đầu hài_lòng một hồi test mới phát_hiện zậy n_hình ám vàng tắt chức_năng ok pin 86 tạm chấp_nhận nói kiểm_tra giao hỡ kì z,0,0,0,0,0,0,0,0,0
1030,nhờ kích_hoạt bảo_hành giùm ạ,0,0,0,0,0,0,0,0,1
1031,hàng ok ạk mua đt mạng ai bit cười trêu bt cười nhỉ,0,0,0,0,0,0,0,0,0
1032,máy zin pin trâu sạc lâu dùng xem phim nghe nhạc youtube mượt giao hàng nhanh,1,1,1,1,0,0,0,0,0
1033,ok lắm nha mng mua,0,0,0,0,0,0,0,0,0
1034,ưng bụng gê bán hàng dễ_thương lắm lun tui tui dắt họ_hàng bà_con cô_bác mua ủng_hộ dài_dài lun nè,0,0,0,0,0,0,0,0,1
1035,điện_thoại khởi_động giao hàng hợp_tác nhắn_tin phản_hồi,0,0,1,1,0,0,1,0,0
1036,sản_phẩm chính hãng nguyên seal tem chính hãng dán mẻ miếng điện_thoại đẹp imei trùng giữa máy hộp bảo_hành kích_hoạt nhiệt_tình thân_thiện like mạnh,0,1,0,0,0,1,1,0,0
1037,3 ngày máy dùng ổn_định chất_lượng tốt,0,0,0,0,0,0,0,0,1
1038,máy đẹp chất_lượng tốt test ứng_dụng chạy mượt cấu_hình mạnh_mẽ uy_tín gửi hàng chất_lượng quảng_cáo giao hàng đúng ngày hẹn nhân_viên làm_việc chuyên_nghiệp vui_vẻ tận_tâm khách_hàng vừa_lòng giới_thiệu người_thân ủng_hộ 5,1,1,1,1,0,0,1,0,0
1039,sản_phẩm chính hãng chất_lượng tốt mức giá giao hàng lâu hỗ_trợ nhiệt_tình,0,0,0,1,0,1,1,0,0
1040,máy áp_suất tương_đối ổn loa to rõ_ràng tặng kèm pk dán mh bán máy ốp sim ghép thôi máy đặt_hàng a 99 9 trầy pin ổn tạm_thời bệnh_hoạn biết bên trong thờigian trả_lời,0,0,0,0,0,0,0,0,0
1041,ôi sử_dụng sản_phẩm bước_đầu ok máy chạy mượt đáng đồng_tiền_bát_gạo bỏ thiết_kế sang_trọng đẹp tốc_độ xử_lý khỏi chê chụp hình_sắc nét tôi hài_lòng sử_dụng sản_phẩm chấm điểm năm năm thái_độ phục_vụ mua hàng,1,1,1,0,0,0,1,0,0
1042,hàng chính hãng nguyên seal,0,0,0,0,0,1,0,0,0
1043,thật tuyệt sản_phẩm đẹp_mắt ở ngoài đẹp hình chụp camera chụp ảnh chỗ chê luôn chơi game tốt hài_lòng nhân_viên nhiệt_tình dễ_thương thân_thiện mọi thứ tốt lỗi bạn mua hoặc ý_định mua,1,1,0,0,0,0,1,0,0
1044,thất_vọng mở máy biết giá_thành rẻ mua về check tin nhắn khách thôi nhưng_ máy hộp bọc trong mấy lớp chống xốc cục xạc hãng khác rõ máy xước nhìn máy buồn,0,0,0,0,0,0,0,0,0
1045,sp tốt mua hàng đợt cuối năm bên vận chuyen toi lâu chú shipper giao hàng nhiệt_tình lắm lun,0,0,0,0,0,0,0,0,0
1046,đúng chuẩn luôn thật bất_ngờ nhận sản_phẩm giao hàng đúng hẹn nhân_viên tư_vấn nhiệt_tình bề_ngoài máy đẹp ứng_dụng hoạt_động tốt màn_hình cảm_ứng nhạy sáng màu_sắc rực_rỡ mong_đợi camera chụp tự sướng nét mạng lướt web xem phim chơi game,1,1,1,1,0,0,1,0,0
1047,hàng au máy áp hình_thức 98 99 màn phản_quang nhẹ khởi_động máy báo thiết_ hỏng máy hoạt_động đúng _thể tin_cậy khó_chịu tý thôi về cơ_bản máy hoạt_động ổn_định onscreen khoảng 5h nóng mua 3 ở cảm_ hài_lòng về giá cl,1,0,1,0,0,1,0,0,0
1048,máy đẹp trầy_xước chạy ok hài_lòng mua mạng thế_này ok chút thắc_mắc hỗ_trợ nhiệt_tình hài_lòng mua giảm_giá nhé,0,1,0,0,0,0,1,0,0
1049,cực_kì tốt,0,0,0,0,0,0,0,0,0
1050,sản_phẩm tốt máy đẹp uy_tín giao hàng nhanh chất_lượng đúng quảng_cáo chức_năng hoạt_động ổn_định màn_hình sáng màu_sắc đẹp cảm_ứng nhạy camera chụp hình chuẩn luôn cảm_ơn phục_vụ tận_tình giới_thiệu bạn_bè người_thân ủng_hộ,1,1,1,1,0,0,1,0,0
1051,sản_phẩm tốt trong tầm giá chức_năng ổn mọi người yên_tâm mua sản_phẩm bên anh chất_lượng lắm ạ giao hàng nhanh 10 luôn,0,0,0,0,0,0,0,0,0
1052,tuần nhận sản_phẩm đánh_giá 5 dùng z3 thích sony giá con z5 bán tốt hốt em nhìn_chung máy sony sài ổn máy tốt màn_hình đẹp camera chụp hình nét sóng mạnh mạng nhanh thiết_kế cầm_chắc tay gọn_gàng,1,0,0,0,0,0,0,0,0
1053,đóng_gói sản_phẩm đẹp chắc_chắn giao hàng nhanh_chóng thời_gian xài thử biết chất_lượng sản_phẩm tốt,0,0,0,1,0,0,0,0,0
1054,chất_lượng ok giao hàng nhanh mayd nói vhung ổn voeis giá tiền,0,0,0,0,0,0,0,0,0
1055,mua về xem đá bóng bá cháy bọ chép,0,0,0,0,0,0,0,0,1
1056,máy đẹp ạ,0,1,0,0,0,0,0,0,0
1057,săn sale giá rẻ mua đến thứ 5 ạ nhưng_mà kích_hoạt bảo_hành lâu mong kích_hoạt sớm,0,0,0,0,1,0,0,0,0
1058,máy đẹp chất_lượng tốt,0,1,0,0,0,0,0,0,0
1059,giao hàng lâu tý sp ok,0,0,0,1,0,0,0,0,0
1060,hài_lòng về giao hàng nhanh 5 nhiệt_tình nha mấy bạn,0,0,0,1,0,0,1,0,0
1061,đẹp lắm nha sai ok ung hộ,0,0,0,0,0,0,0,0,0
1062,lựa_chọn mua sản_phẩm một quyết_định đúng_đắn lun sản_phẩm tốt giá cực kute 5 ok ok ok,0,0,0,0,0,0,0,0,0
1063,hàng chê đâu sản_phẩm tốt tầm giá,0,0,0,0,1,0,0,0,0
1064,đầu mua điện_thoại shopee lo ok máy hoạt_động tốt anh chủ tư_vấn nhiệt_tình hết màu trắng a gọi tận máy_ch hàng đổi màu luôn,0,0,1,0,0,0,1,0,0
1065,cám_ơn hàng đẹp,0,1,0,0,0,0,0,0,0
1066,pin sài gần tiếng hết chất_lượng máy bật máy chờ lâu,1,0,1,0,0,0,0,0,0
1067,sản_phẩm tốt máy đẹp chức_năng cơ_bản ổn_định màu_sắc đẹp sáng máy cầm tay sang chảnh đáng đồng_tiền giao hàng đúng hẹn chất_lượng sản_phẩm đúng quảng_cáo tôi hài_lòng vừa_ý lắm cảm_ơn ee làm hài_lòng an_tâm sử_dụng sản_phẩm ee,0,1,1,1,1,0,0,0,0
1068,hàng chính hãng giá tốt nguyên seal đủ phụ_kiện chủ nhiệt_tình tư_vấn máy đẹp pin trâu moi chức_năng ok,1,1,0,0,1,1,1,1,0
1069,giao hàng lề_mề hỏi thách_thức người mua kể_cả shopee lẫn đơn_vị giao hàng nhanh,0,0,0,1,0,0,0,0,0
1070,hàng chuẩn pin trâu màn đẹp thế đủ ipad cầm mỏng nhẹ,1,1,0,0,0,0,0,0,0
1071,điện_thoại đẹp giá_thành rẻ nghe gọi zalo face youtobe mua bố dùng như_vậy ok 5 quay mua ủng_hộ tiếp,0,1,1,0,1,0,0,0,0
1072,trả_lời tin nhắn chán đặt màu trắng giao đen máy bắt wifi chậm,1,0,0,0,0,0,1,0,0
1073,máy ok mới trầy sướt dùng lâu _thể đánh_giá rep tn nhanh đóng_gói chắc_chắn gửi hàng nhanh,0,0,0,0,0,0,0,0,0
1074,giao hàng nhanh lâu gần tuần trong nội_thành mới nhận máy xài nhanh hết pin mặt lưng nhanh nóng cảm_giác thất_vọng exynos 990 đầu_bảng chắc chia_tay samsung,1,0,0,1,0,0,0,0,0
1075,giá đc đầy_đủ phụ_kiện chất_lượng sản_phẩm ok gắn kính cường_lực lệch,0,0,0,0,0,0,0,1,0
1076,máy mới hàng đẹp uy_tín ai ở trong nam né j t giao lâu ủng_hộ tiếp 5 thôi đủ,0,0,0,0,0,0,0,0,0
1077,đẹp tả nổi pin trâu lắm luôn máy mới keng xà_beng tư_vấn nhiệt_tình mua thứ 3 mua xong người đòi mua lời bán thôi bít ai đòi mua cảm_ơn lỡ yêu,1,1,0,0,0,0,1,0,0
1078,sản_phẩm đúng mô_tả nha mọi người hộp chắc_chắn giá rẻ chỗ khác mall yên_tâm mua hàng chính hãng,0,0,0,0,1,0,0,0,0
1079,máy đẹp màn sắc nét đầy_đủ youtube ch play,1,1,0,0,0,0,0,0,0
1080,hàng đến sớm kiểm_tra thiếu cục sạc nhiệt_tình hỗ_trợ đền_bù bằng cách chuyển_khoản mua cục sạc xài tầm 4h xài bth tốt xài game nóng nhanh mau xuống pin biết cập_nhật android 9 khắc_phục tốt nhìn_chung xài nhẹ_nhàng ok,1,0,1,1,0,0,1,1,0
1081,giao hàng nhanh sản_phẩm đầy_đủ cap sạc chất_lượng tặng kèm ốp,0,0,0,1,0,0,0,1,0
1082,bất_ngờ sản_phẩm đẹp máy mới 99 cảm_ứng lướt_mướt rượt màu_sắc rực_rỡ mong_đợi chức_năng cơ_bản hoạt_động ổn_định giao hàng chuẩn đúng quảng_cáo thật hài_lòng vừa_ý về chất_lượng sản_phẩm phong_h phục_vụ bình_chọn 5,1,1,1,0,0,0,1,0,0
1083,uy_tín giao hàng đúng chuẩn hỗ_trợ nhiệt_tình sản_phẩm chất_lượng,0,0,0,1,0,0,1,0,0
1084,máy ổn ngoại_hình mới giao hàng nhanh,0,1,0,1,0,0,0,0,0
1085,uy_tín giao hàng đúng hẹn chất_lượng đúng quảng_cáo máy đẹp mới 99 test chức_năng ổn_định màn_hình cảm_ứng nhạy màu_sắc rực_rỡ mong_đợi pin trâu_bò sạc nhanh cấu_hình mạnh_mẽ mạng lướt web xem phim chơi game nặng oke hài_lòng lắm,1,1,1,1,0,0,1,0,0
1086,hàng ok tốt nhờ hỗ_trợ cài tiếng việt zalo,0,0,0,0,0,0,0,0,1
1087,sản_phẩm ok thái_độ tốt nhắn_tin phản_hồi về sp trả_lời hời_hợt lỗ tai nghe 3 5 đầy giấy vụn cắm nghe nhận phát_hiện khắc_phục tuy_nhiên đánh_giá 5 sp,0,0,0,0,0,0,1,0,0
1088,mua thứ hàng mới nguyên seal chạy mượt giá tốt trong tầm bán rẻ nhất trong gian_hàng mạng đóng_gói tốt tự cài rom quốc_tế bản india hướng_dẫn mạng rom update chính hãng bình thương thứ chờ xiaomi cấp quyền unlock,0,0,1,1,1,1,0,0,0
1089,thích ơi uy_tín giao hàng thật đúng hẹn sản_phẩm chính hãng mới 99 xem phim chơi game nặng mượt camera chụp hình sắt nét nói_chung test ứng_dụng chạy êm mượt lắm hài_lòng cảm_ơn giao hàng đúng quảng_cáo đánh_giá 5,1,0,1,1,0,1,1,0,0
1090,máy đẹp chất_lượng tốt ứng_dụng chạy ổn_định màn_hình cảm_ứng nhạy sáng màu_sắc rực_rỡ bắt_mắt pin cầm tốt sạc nhanh cấu_hình mạnh mạng lướt web xem chơi game ổn camera chụp hình đẹp hoàn_hảo luôn nha anh_em giao hàng đúng quảng_cáo nhân_viên phục_vụ chuyên,0,0,0,0,0,0,0,0,0
1091,đt đẹp biết ghép sim,0,1,0,0,0,0,0,0,0
1092,sản_phẩm đúng mô_tả ngoại_hình tốt vài vết xước nhỏ chấp_nhận vỏ tặng kèm đẹp thk,0,1,0,0,0,0,0,1,0
1093,gooddddddddddd giao hàng lâuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,0,0,0,0,0,0,0,0,0
1094,ngoại_hình đẹp ngoài mong_đợi hàng cũ chọn máy pin 100 sạc 20 nhu_cầu ủng_hộ tiếp,1,1,0,0,0,0,0,0,0
1095,ok,0,0,0,0,0,0,0,0,0
1096,máy chuẩn ok ngoại_hình đẹp cấu_hình ram 3gb bộ_nhớ 32gb đầy_đủ phụ_kiện giao đúng hàng đúng máy đúng màu thích luôn like 5,0,1,0,1,0,0,0,1,0
1097,sản_phẩm đống goi kỹ sản_phẩm tốt lắm,0,0,0,0,0,0,0,0,0
1098,hàng giao tốt,0,0,0,0,0,0,0,0,1
1099,nguyên seal nhiệt_tình chờ up tv xong hihi,0,0,0,0,0,1,1,0,0
1100,hàng đóng_gói cẩn_thận nguyên seal đúng imei màn_hình mượt pin khoẻ cầm_hơi nhẹ phù_hợp giá tiền quan_tâm liên_lạc khách mua,1,1,0,1,1,1,1,0,0
1101,máy ngon trong tầm giá máy nhanh nóng buồn phụ_kiện máy kính cường_lực vỡ hết một gốc sạc 0 12a sạc chậm 5 cỗ vũ làm tốt,1,0,1,0,0,0,0,1,0
1102,giao hàng nhanh giá tốt máy mượt pin tuột nhanh đóng_gói sản_phẩm tạm băng keo niêm_phong tháo dán trở_lại,1,0,1,1,1,0,0,0,0
1103,anh chủ tốt_tính nhiệt_tình hỗ_trợ hết_ thời_gian ship tầm 6 7 ngày máy mới ít xước vết xước nhỏ như_thế ốp cường_lực lắp sẵn tháo vỏ ốp xem màn_hình nét loa 50 màn 50 dùng khoảng tầm 7 tiếng xem youtube màn_hình r,1,1,0,0,0,0,1,0,0
1104,mới tem chính hãng ốp lưng ốp máy máy to dày nam xài tạm ok nữ thua,0,0,0,0,0,1,0,0,0
1105,hàng nguyên seal chính hãng xài ngon ️ ️ ️ chờ kích_hoạt bảo_hành,0,0,0,0,0,1,0,0,0
1106,nhận đc máy dùng tốt nhé cám_ơn,0,0,0,0,0,0,0,0,1
1107,nhận hàng nhanh máy đẹp mua nhé mọi người thanks,0,1,0,1,0,0,0,0,0
1108,chờ công_ty xuất hoá_đơn xong,0,0,0,0,0,0,0,0,1
1109,săn sale 12 12 dc giá rẻ máy ok nhất trong sản_phẩm tầm giá cám_ơn,0,0,0,0,1,0,0,0,0
1110,mới nhận điện_thoại hồi chiều test chức_năng ổn bề_ngoài mới 98 99 ứng_dụng chạy êm mạnh vừa_ý cảm_ơn giao hàng đúng quảng_cáo giới_thiệu người_thân bạn_bè ủng_hộ hơn_nữa mọi người mua hàng ơ nhé bình_chọn 5,0,1,1,0,0,0,0,0,0
1111,siêu tiện đth đẹp sịn đc sale đc trả_góp hời cuộc tình mua mua,0,1,0,0,1,0,0,0,0
1112,sản_phẩm siêu ok luôn ấy ạ đóng_gói cực_kì cẩn_thận mặc_dù mua đầu_tiên ưng_ý ủng_hộ trong tiếp_theo,0,0,0,1,0,0,0,0,0
1113,hàng chất_lượng lắm nha ace,0,0,0,0,0,0,0,0,1
1114,ship nhanh máy ok,0,0,0,1,0,0,0,0,0
1115,sản_phẩm giao đúng đầy_đủ điểm trừ phím cứng cài_đặt từ_điển nhắn_tin m loay_hoay mãi dù_sao cảm_ơn sản_phẩm tốt trong tầm giá cơ_hội quay ủng_hộ tiếp tks,1,0,0,1,1,0,0,0,0
1116,máy nhìn mới sử_dụng mới lướt có_vẻ mượt đẹp chăm_sóc mua tốt hoàn_hảo,0,1,1,0,0,0,0,0,0
1117,điện_thoại zin mới nguyên bao_bọc cẩn_thận chất_lượng tốt hình_ảnh đẹp sáng_giá hợp_lý nhân_viên tư_vấn nhiệt_tình vui_vẻ chuyên_nghiệp hài_lòng bình_chọn 5,0,1,0,1,1,1,1,0,0
1118,máy đẹp sài okk,0,1,0,0,0,0,0,0,0
1119,hàng chính hãng mua trong tháng 3 ok thank,0,0,0,0,0,1,0,0,0
1120,máy chạy tác_vụ kể_cả web hay xem youtube,0,0,1,0,0,0,0,0,0
1121,mặc_dù giao hàng chút vấn_đề nhận dc hàng hình_thức máy đẹp mới chất_lượng sản_phẩm tốt gọi điện hỏi tư_vấn nhiệt_tình mua ủng_hộ dịp giới_thiệu ai nhu_cầu giống,0,1,0,1,0,0,1,0,0
1122,mua đến thứ đóng_gói tuyệt_vời giao hàng nhanh đặt tối muộn hôm 9 45 hôm giao mặc_dù thứ 7 giao tiêu_chuẩn tốt ủng_hộ,0,0,0,1,0,0,0,0,0
1123,sản_phẩm tốt giao hàng nhanh phục_vụ tốt đóng_gói chắc_chắn,0,0,0,1,0,0,1,0,0
1124,mua dk plasale rẻ hiuhii hàng oki gói kĩ mỗi_tội cpi hàg lâu tẹo hihijhjiiii,0,0,0,1,0,0,0,0,0
1125,minh a nhân hang rôi san phâm ok co iêu la gui mau trang phai mau ma minh a at la mau en nhu trong on hang ma minh a at noi chung san phâm tieu chuân nam,0,0,0,0,0,0,1,0,0
1126,sp dep chat luong mat lung sp co ty xuocgoc ti phia duoi mat truoc kinh man hinh co me phia tren goc fai pin bat tat ca cac che xuong nhanh bat che tiet kiem thi ok hon ngoai moi thu deu ok vi_la sp da su dung nhin tong n nhu vay la tot lam roi 5sao sp moi nguoi ung ho,0,0,0,0,0,0,0,0,0
1127,ban_đầu mới mua hoang_mang mua mạng tư_vấn ok test máy kĩ giao hình_thức mới 00 võ zin trầy xíu pin 85 ít nói_chung ok,1,0,0,0,0,1,1,0,1
1128,màn_hình đẹp xước tư_vấn nhanh_chóng tận_tình_giáo hàng nhanh,1,1,0,1,0,0,1,0,0
1129,phục_vụ tốt đóng_gói sp cẩn_thận sản_phẩm mới kích_hoạt bảo_hành khách ngày ok,0,1,0,1,0,0,1,0,0
1130,máy đẹp nguyên seal canh deal cực ngon nhiệt_tình gói hàng kỹ,0,1,0,1,0,1,1,0,0
1131,giao hàng nhanh đúng hình máy chạy tốt tư_vấn nhiệt_tình,0,0,1,1,0,0,1,0,0
1132,hàn tốt nha móp viền xíu thôi ũng hộ hơn_nữa,0,1,0,0,0,0,0,0,0
1133,sản_phẩm ưng_ý ủng_hộ lâu_dài,0,0,0,0,0,0,0,0,1
1134,máy xấu ok,0,1,0,0,0,0,0,0,0
1135,máy ngon mua hàng chất_lượng mua máy 98 99 một_vài vết xước nhỏ pin 84 nói_chung đáng mua ạ,0,1,0,0,0,0,0,0,0
1136,sản_phẩm ok trục_trặc xíu giao hàng tạm bỏ_qua đc ghét 50 ký_tự,0,0,0,1,0,0,0,0,1
1137,giao hàng siêu nhanh máy ổn trong tầm giá cảm_ơn nhìu nhé chắc mẹ thích,0,0,0,1,1,0,0,0,0
1138,phục_vụ nhiệt_tình mua trẻ_con dùng ok ngon bổ rẻ,0,0,0,0,0,0,1,0,0
1139,nói_chung hài_lòng máy y_như mới vết trầy_xước hết phần_mềm êm lắm pin xài ổn_định trâu biết lâu ngày nhe loa lớn ầm_ầm,1,1,1,0,0,0,0,0,0
1140,tốt hiện_tại ổn chất_lượng dùng một thời_gian mới biết,0,0,0,0,0,0,0,0,1
1141,điện_thoại đẹp y_nguyên,0,1,0,0,0,0,0,0,0
1142,cảm_giác máy đơ chút chậm ổn,0,0,1,0,0,0,0,0,0
1143,hiện_tại dùng thử ổn mong bền,0,0,0,0,0,0,0,0,1
1144,máy mượt màn_hình đẹp loa kép chất_lượng 5 thương_tiếc,1,0,1,0,0,0,0,0,0
1145,đẹp dùng ổn lỗ cắm tai nghe hỏng,1,1,0,0,0,0,0,0,0
1146,hàng nhận đúng mô_tả hình_thức đẹp đóng_gói kỹ máy dùng tốt giá hợp_lý chấm 5,0,1,0,1,1,0,0,0,0
1147,sản_phẩm đẹp giao hành nhanh nhiệt_tình duyệt mọi người mua,0,1,0,1,0,0,1,0,0
1148,dán màn_hình lệch ở camera,0,0,0,0,0,0,0,0,1
1149,hàng nguyên seal tem niêm_phong mua giá sale okee,0,0,0,0,1,1,0,0,0
1150,giao hàng nhanh chiều hôm_qua đặt_hàng trưa nay máy đóng_gói cẩn_thận đầy_đủ sim ghép que chọc sim máy oke thay pin 100 máy đúng mô_tả ủng_hộ chúc đắt hàng,1,0,0,1,0,0,0,0,0
1151,mua đc điện_thoại giá sale giảm đc 1tr8 sp ok phù_hợp vs tầm giá camera màu ok nhg camera trc bthg đc kích_hoạt bảo_hành,1,0,0,0,1,0,0,0,0
1152,máy đẹp 3 vết xước phẩy trông _vẻ xin 3utools xanh_lét máy áp_suất mi muốn mở máy iểm_tra chắc zin đáng tiền rẻ sp v,0,1,0,0,1,0,0,0,0
1153,giao hàng siêu nhanh luôn í mong dùng ổn,0,0,0,1,0,0,0,0,0
1154,máy màn đẹp mỏng nhẹ cảm_ứng ngon nhạy dùng chiến liên_quân ok tốc chiến ổn mua con cày game hợp_lý pubg gánh game cơ_bản quất ổn_đáng tiền 5,1,1,0,0,1,0,0,0,0
1155,hanhc chính hảng nguyên siêu máy đẹp màn_hình rỏ sáng mi 10t pro nhìu tần_số mh 10hz cực mượt máy dầy nặng đeo ốp lưng to hẳng loa ngoài cực hay nhé cám_ơn đỡ trợ_giá 11 giá cực tốt mua trả nghiệm sử_dụng,1,1,0,0,1,1,0,0,0
1156,chất_lượng sản_phẩm tốt đóng_gói cẩn_thận giao hàng nhanh,0,0,0,1,0,0,0,0,0
1157,mua nhận dc sản_phẩm đúng y,0,0,0,0,0,0,0,0,1
1158,sản_phẩm ok mong cơ_hội ủng_hộ,0,0,0,0,0,0,0,0,1
1159,hàng ok một con máy tuổi đời lâu trừ pin ảo hiện 37 tụt ohats 0 luôn máy vân tay gửi ốp che luôn vân tay làm_ăn,1,0,0,0,0,0,0,1,0
1160,máy cũ mất áp xuất màn phản_quang sóng_sánh chập_chờn nói_chung chán,1,1,0,0,0,0,0,0,0
1161,hang nguyen seri chất_lượng tôt,0,0,0,0,0,0,0,0,0
1162,hài_lòng nhiệt_tình tư_vấn kĩ cảm_ơn,0,0,0,0,0,0,1,0,0
1163,pin đêm mất vạch,1,0,0,0,0,0,0,0,0
1164,máy ổn uy_tín,0,0,0,0,0,0,1,0,0
1165,hàng chuẩn luôn uy_tín giao hàng đúng ngày sản_phẩm mới 98 99 test ứng_dụng tốt pin trâu đúng quảng_cáo hài_lòng về phong_h phục_vụ chế_độ hậu_mãi tốt quảng_cáo đến người_thân bạn_bè ủng_hộ 5,1,1,1,1,0,0,1,0,0
1166,tôi sử_dụng sản_phẩm bước_đầu ok máy chạy mượt đáng đồng_tiền_bát_gạo bỏ thiết_kế sang_trọng đẹp tốc_độ xử_lý khỏi chê chụp hình_sắc nét lướt web nhanh n_hình đẹp pin ổn sim sóng tốt loa to rõ_ràng giông mô_tả giá_cả tốt khác,1,1,1,0,1,0,0,0,0
1167,máy sài khoảng ngày ok mỗi_tội máy bắt sóng wifi yếu máy xước mặt ảnh_hưởng j lắm nói_chung máy ok tiếc sạc máy 5va sạc lâu,1,1,0,0,0,0,0,0,0
